 mdot  qb   x     z       g     n_bursts  rate       dt         energy        peak          u_rate    u_dt      u_energy      u_peak      
 0.14  0.2  0.70  0.0075  1.86  21        10.463863   2.293608  5.801438e+39  1.402223e+38  0.169776  0.037214  1.237910e+38  7.853623e+36
 0.16  0.0  0.70  0.0075  1.86  21         9.821515   2.443615  7.061587e+39  1.768908e+38  0.183167  0.045572  1.534420e+38  1.037835e+37
 0.16  0.2  0.70  0.0075  1.86  21        12.105623   1.982550  5.776650e+39  1.343420e+38  0.092783  0.015195  7.385712e+37  6.335520e+36
 0.18  0.0  0.70  0.0075  1.86  21        11.047444   2.172448  7.100680e+39  1.719496e+38  0.099245  0.019516  1.157298e+38  8.339106e+36
 0.18  0.2  0.70  0.0075  1.86  21        13.864828   1.730999  5.709543e+39  1.277714e+38  0.128867  0.016089  4.501308e+37  3.724451e+36
 0.08  0.0  0.73  0.0025  1.86  21         3.964265   6.054086  8.880311e+39  2.028548e+38  0.126053  0.192504  2.350328e+38  2.260901e+37
 0.08  0.2  0.73  0.0025  1.86  22         5.062896   4.740369  6.968440e+39  1.565788e+38  0.280156  0.262309  3.318965e+38  1.757462e+37
 0.10  0.0  0.73  0.0025  1.86  22         5.079298   4.725062  8.740982e+39  1.837573e+38  0.167520  0.155837  1.982888e+38  1.394811e+37
 0.10  0.2  0.73  0.0025  1.86  22         6.864153   3.496426  6.455860e+39  1.295958e+38  0.431363  0.219725  1.998655e+38  7.778881e+36
 0.12  0.0  0.73  0.0025  1.86  22         6.107147   3.929822  8.782235e+39  1.820022e+38  0.090607  0.058304  1.431521e+38  9.270398e+36
 0.12  0.2  0.73  0.0025  1.86  21         8.348493   2.874770  6.460456e+39  1.266630e+38  0.401641  0.138303  1.097504e+38  6.438874e+36
 0.14  0.0  0.73  0.0025  1.86  22         7.182424   3.341490  8.748809e+39  1.722186e+38  0.143160  0.066603  1.143992e+38  9.711112e+36
 0.14  0.2  0.73  0.0025  1.86  21         9.892804   2.426006  6.360011e+39  1.222790e+38  0.620672  0.152207  2.116611e+38  1.245148e+37
 0.16  0.0  0.73  0.0025  1.86  22         8.200404   2.926685  8.792766e+39  1.713448e+38  0.133497  0.047644  1.073851e+38  5.877171e+36
 0.16  0.2  0.73  0.0025  1.86  21        11.542354   2.079299  6.292037e+39  1.201282e+38  0.669547  0.120616  2.716695e+38  1.283537e+37
 0.18  0.0  0.73  0.0025  1.86  19         9.272072   2.588418  8.754164e+39  1.658382e+38  0.082759  0.023103  6.978629e+37  5.260253e+36
 0.18  0.2  0.73  0.0025  1.86  21        12.974704   1.849753  6.259357e+39  1.157592e+38  0.646908  0.092227  3.537026e+38  1.457182e+37
 0.08  0.0  0.73  0.0050  1.86  21         4.487034   5.348745  7.675373e+39  1.948478e+38  0.162697  0.193943  2.055497e+38  1.973878e+37
 0.08  0.2  0.73  0.0050  1.86  22         5.408319   4.437608  6.420522e+39  1.558080e+38  0.161482  0.132498  1.817491e+38  1.597428e+37
 0.10  0.0  0.73  0.0050  1.86  22         5.668059   4.234254  7.710858e+39  1.820519e+38  0.112384  0.083955  1.754899e+38  1.585846e+37
 0.10  0.2  0.73  0.0050  1.86  22         7.156729   3.353487  6.127912e+39  1.327792e+38  0.274122  0.128448  2.083839e+38  1.056966e+37
 0.12  0.0  0.73  0.0050  1.86  22         6.857436   3.499850  7.733769e+39  1.697318e+38  0.098132  0.050084  1.167628e+38  1.012865e+37
 0.12  0.2  0.73  0.0050  1.86  22         8.726335   2.750296  6.081592e+39  1.272412e+38  0.335222  0.105653  1.072341e+38  6.341663e+36
 0.14  0.0  0.73  0.0050  1.86  22         7.939604   3.022821  7.836126e+39  1.671069e+38  0.103993  0.039593  1.184517e+38  7.159364e+36
 0.14  0.2  0.73  0.0050  1.86  21        10.377383   2.312722  6.018570e+39  1.235425e+38  0.513762  0.114498  1.430819e+38  6.321169e+36
 0.16  0.0  0.73  0.0050  1.86  22         9.061919   2.648446  7.880511e+39  1.619206e+38  0.139942  0.040899  8.441446e+37  4.410560e+36
 0.16  0.2  0.73  0.0050  1.86  21        11.927501   2.012157  6.008009e+39  1.183376e+38  0.520637  0.087831  1.434953e+38  8.060164e+36
 0.18  0.0  0.73  0.0050  1.86  22        10.202856   2.352282  7.896113e+39  1.581622e+38  0.191249  0.044093  8.614927e+37  7.557959e+36
 0.18  0.2  0.73  0.0050  1.86  21        13.555509   1.770498  5.954443e+39  1.156664e+38  0.623205  0.081397  2.781096e+38  1.201924e+37
 0.08  0.0  0.73  0.0075  1.86  21         4.926002   4.872105  6.877943e+39  1.920811e+38  0.149007  0.147376  1.866779e+38  2.109365e+37
 0.08  0.2  0.73  0.0075  1.86  21         5.740042   4.181154  5.907292e+39  1.513729e+38  0.244222  0.177896  1.980943e+38  1.833434e+37
 0.10  0.0  0.73  0.0075  1.86  21         6.188921   3.877897  6.973386e+39  1.756900e+38  0.121223  0.075957  1.128536e+38  1.304293e+37
 0.10  0.2  0.73  0.0075  1.86  21         7.366963   3.257787  5.879645e+39  1.390519e+38  0.190780  0.084366  1.403002e+38  8.646346e+36
 0.12  0.0  0.73  0.0075  1.86  21         7.390342   3.247482  7.090401e+39  1.649321e+38  0.130062  0.057152  8.994584e+37  8.769301e+36
 0.12  0.2  0.73  0.0075  1.86  21         9.107303   2.635248  5.775928e+39  1.281008e+38  0.283092  0.081914  1.114848e+38  5.259772e+36
 0.14  0.0  0.73  0.0075  1.86  22         8.588963   2.794284  7.174918e+39  1.603339e+38  0.090386  0.029406  7.039890e+37  5.370305e+36
 0.14  0.2  0.73  0.0075  1.86  22        10.848856   2.212215  5.696847e+39  1.218376e+38  0.451574  0.092081  1.180874e+38  7.018940e+36
 0.16  0.0  0.73  0.0075  1.86  21         9.725252   2.467802  7.274788e+39  1.568505e+38  0.091283  0.023163  5.686567e+37  6.247862e+36
 0.16  0.2  0.73  0.0075  1.86  21        12.386723   1.937558  5.754532e+39  1.190852e+38  0.464633  0.072679  1.161816e+38  7.493834e+36
 0.18  0.0  0.73  0.0075  1.86  21        10.859833   2.209979  7.369969e+39  1.551656e+38  0.071212  0.014492  4.282178e+37  4.032672e+36
 0.18  0.2  0.73  0.0075  1.86  21        14.074387   1.705225  5.704718e+39  1.165273e+38  0.646694  0.078352  1.580262e+38  8.065517e+36
 0.08  0.0  0.70  0.0125  2.26  23         5.576582   4.303712  5.709472e+39  2.460390e+38  0.155953  0.120356  9.608365e+37  2.096431e+37
 0.10  0.0  0.70  0.0125  2.26  22         6.804345   3.527158  6.030530e+39  2.442929e+38  0.165628  0.085856  1.856291e+38  2.309609e+37
 0.12  0.0  0.70  0.0125  2.26  22         8.146429   2.946076  6.135923e+39  2.378138e+38  0.213407  0.077177  2.005836e+38  1.604526e+37
 0.14  0.0  0.70  0.0125  2.26  22         9.470785   2.534109  6.237789e+39  2.187218e+38  0.152539  0.040815  1.856490e+38  1.644316e+37
 0.16  0.0  0.70  0.0125  2.26  22        10.731913   2.236321  6.361596e+39  2.079155e+38  0.170959  0.035625  1.417061e+38  1.190315e+37
 0.18  0.0  0.70  0.0125  2.26  22        12.035427   1.994113  6.421575e+39  2.040284e+38  0.132845  0.022011  1.068885e+38  9.226558e+36
 0.08  0.0  0.73  0.0125  2.26  22         5.495602   4.367128  5.948693e+39  2.416818e+38  0.187292  0.148833  2.092150e+38  2.411489e+37
 0.10  0.0  0.73  0.0125  2.26  23         6.867472   3.494736  6.129147e+39  2.111387e+38  0.129753  0.066029  1.647290e+38  1.677168e+37
 0.12  0.0  0.73  0.0125  2.26  22         8.104995   2.961137  6.341628e+39  2.040502e+38  0.133575  0.048801  1.550539e+38  1.217473e+37
 0.14  0.0  0.73  0.0125  2.26  22         9.407165   2.551247  6.442050e+39  1.934680e+38  0.117374  0.031832  9.779838e+37  9.149107e+36
 0.16  0.0  0.73  0.0125  2.26  22        10.591207   2.266031  6.580401e+39  1.890406e+38  0.123937  0.026517  7.049629e+37  7.787917e+36
 0.18  0.0  0.73  0.0125  2.26  21        11.491197   2.088555  6.847058e+39  2.031307e+38  0.097583  0.017736  1.343441e+38  4.920191e+36
 0.10  0.0  0.76  0.0075  2.26  41         6.033728   3.977640  7.304596e+39  1.925793e+38  0.192271  0.126751  2.249769e+38  1.061092e+37
 0.10  0.2  0.76  0.0075  2.26  41         7.460816   3.216807  5.912108e+39  1.485444e+38  0.544091  0.234591  2.454566e+38  1.036485e+37
 0.12  0.0  0.76  0.0075  2.26  41         7.185463   3.340077  7.423317e+39  1.841851e+38  0.211020  0.098090  1.854398e+38  6.280647e+36
 0.12  0.2  0.76  0.0075  2.26  43         8.811002   2.723867  6.041346e+39  1.461755e+38  0.671297  0.207527  3.412802e+38  1.874818e+37
 0.14  0.0  0.76  0.0075  2.26  39         8.351548   2.873719  7.466404e+39  1.770187e+38  0.340482  0.117158  1.613248e+38  7.571726e+36
 0.14  0.2  0.76  0.0075  2.26  42        10.261913   2.338745  6.103969e+39  1.439618e+38  0.705066  0.160688  4.435074e+38  2.151364e+37
 0.16  0.0  0.76  0.0075  2.26  40         9.472259   2.533714  7.570390e+39  1.748013e+38  0.315088  0.084282  1.358425e+38  7.137252e+36
 0.16  0.2  0.76  0.0075  2.26  42        11.747666   2.042959  6.121254e+39  1.395800e+38  0.625469  0.108771  5.235196e+38  2.394996e+37
 0.18  0.0  0.76  0.0075  2.26  40        10.568375   2.270926  7.668737e+39  1.726840e+38  0.157524  0.033849  7.699548e+37  2.519005e+36
 0.18  0.2  0.76  0.0075  2.26  42        13.375637   1.794307  6.080989e+39  1.342334e+38  0.591592  0.079361  5.635046e+38  2.290552e+37
 0.10  0.0  0.76  0.0125  2.26  41         6.843938   3.506753  6.302339e+39  1.910966e+38  0.174765  0.089547  1.987880e+38  1.043120e+37
 0.10  0.2  0.76  0.0125  2.26  43         7.914217   3.032517  5.480897e+39  1.546397e+38  0.236767  0.090723  1.402391e+38  8.361184e+36
 0.12  0.0  0.76  0.0125  2.26  41         8.114745   2.957579  6.460258e+39  1.799083e+38  0.174232  0.063502  1.451723e+38  6.945321e+36
 0.12  0.2  0.76  0.0125  2.26  43         9.660499   2.484344  5.448084e+39  1.437351e+38  0.550055  0.141455  1.236371e+38  8.077421e+36
 0.14  0.0  0.76  0.0125  2.26  40         9.361388   2.563722  6.579483e+39  1.735850e+38  0.279191  0.076460  1.247900e+38  7.436076e+36
 0.14  0.2  0.76  0.0125  2.26  42        11.241327   2.134979  5.506151e+39  1.405418e+38  0.676028  0.128393  2.212383e+38  1.217437e+37
 0.16  0.0  0.76  0.0125  2.26  41        10.603202   2.263467  6.687575e+39  1.700845e+38  0.329714  0.070384  1.132727e+38  6.193350e+36
 0.16  0.2  0.76  0.0125  2.26  42        12.723151   1.886325  5.594402e+39  1.389917e+38  0.730973  0.108374  3.364159e+38  1.796547e+37
 0.18  0.0  0.76  0.0125  2.26  38        11.841044   2.026848  6.804441e+39  1.687972e+38  0.250571  0.042891  7.304880e+37  4.688136e+36
 0.18  0.2  0.76  0.0125  2.26  42        14.373221   1.669772  5.607291e+39  1.352240e+38  0.738081  0.085745  4.139120e+38  1.913259e+37
 0.10  0.0  0.67  0.0075  3.45  30         5.752748   4.171919  7.153882e+39  4.047469e+38  0.366366  0.265690  4.353546e+38  2.520805e+37
 0.12  0.0  0.67  0.0075  3.45  30         6.916760   3.469833  7.210520e+39  3.894652e+38  0.400709  0.201018  4.202487e+38  2.526396e+37
 0.14  0.0  0.67  0.0075  3.45  30         8.130744   2.951759  7.214826e+39  3.705689e+38  0.512525  0.186065  4.724483e+38  2.933325e+37
 0.16  0.0  0.67  0.0075  3.45  30         9.400810   2.552972  7.191685e+39  3.575558e+38  0.590769  0.160435  4.393598e+38  2.696300e+37
 0.18  0.0  0.67  0.0075  3.45  30        10.405249   2.306528  7.342909e+39  3.546477e+38  0.583933  0.129440  4.159432e+38  2.446431e+37
 0.10  0.0  0.70  0.0075  3.45  31         5.794290   4.142009  7.293186e+39  3.653453e+38  0.391285  0.279707  4.857623e+38  2.723061e+37
 0.12  0.0  0.70  0.0075  3.45  31         6.770553   3.544762  7.548999e+39  3.511699e+38  0.302455  0.158352  3.796822e+38  2.247602e+37
 0.14  0.0  0.70  0.0075  3.45  30         7.755666   3.094512  7.761184e+39  3.449985e+38  0.264103  0.105377  3.116167e+38  1.666999e+37
 0.16  0.0  0.70  0.0075  3.45  30         8.748267   2.743401  7.917436e+39  3.383164e+38  0.235744  0.073928  2.578312e+38  1.301571e+37
 0.18  0.0  0.70  0.0075  3.45  29         9.692107   2.476242  8.079294e+39  3.345342e+38  0.164061  0.041916  1.533333e+38  9.299109e+36
 0.10  0.0  0.73  0.0075  3.45  29         5.429219   4.420525  7.950194e+39  3.440453e+38  0.165903  0.135080  2.658500e+38  1.391623e+37
 0.12  0.0  0.73  0.0075  3.45  30         6.503949   3.690066  8.057758e+39  3.257599e+38  0.142157  0.080654  2.089540e+38  9.941750e+36
 0.14  0.0  0.73  0.0075  3.45  30         7.523176   3.190142  8.187032e+39  3.178837e+38  0.085814  0.036389  1.536173e+38  6.406304e+36
 0.16  0.0  0.73  0.0075  3.45  30         8.711324   2.755035  8.108678e+39  3.023032e+38  0.097230  0.030750  9.389816e+37  5.097368e+36
 0.18  0.0  0.73  0.0075  3.45  30         9.874026   2.430620  8.069135e+39  2.930593e+38  0.130938  0.032232  2.408448e+38  6.819572e+36
 0.10  0.0  0.76  0.0075  3.45  31         5.497879   4.365320  8.008417e+39  3.030495e+38  0.231010  0.183422  3.196332e+38  1.614970e+37
 0.12  0.0  0.76  0.0075  3.45  30         6.556779   3.660334  8.091456e+39  2.893729e+38  0.287865  0.160701  4.207937e+38  1.472577e+37
 0.14  0.0  0.76  0.0075  3.45  33         7.975847   3.009085  7.823176e+39  2.652475e+38  0.325568  0.122829  3.463806e+38  1.204670e+37
 0.16  0.0  0.76  0.0075  3.45  32         9.149551   2.623080  7.813367e+39  2.570891e+38  0.487942  0.139888  3.951447e+38  1.198026e+37
 0.18  0.0  0.76  0.0075  3.45  30        10.410754   2.305308  7.671611e+39  2.451346e+38  0.506268  0.112106  3.411340e+38  1.351825e+37
 0.10  0.2  0.67  0.0075  3.45  30         6.686961   3.589074  6.194653e+39  3.437339e+38  0.255539  0.137155  2.319272e+38  2.054792e+37
 0.12  0.2  0.67  0.0075  3.45  29         8.081740   2.969658  6.210267e+39  3.246902e+38  0.310261  0.114006  2.208127e+38  2.181633e+37
 0.14  0.2  0.67  0.0075  3.45  29         9.623558   2.493880  6.145659e+39  3.012162e+38  0.432817  0.112162  2.708294e+38  2.189132e+37
 0.16  0.2  0.67  0.0075  3.45  29        11.265055   2.130482  6.049227e+39  2.823566e+38  0.386812  0.073155  2.063326e+38  1.687649e+37
 0.18  0.2  0.67  0.0075  3.45  30        12.920941   1.857450  5.971893e+39  2.679668e+38  0.254223  0.036546  1.546537e+38  1.045548e+37
 0.10  0.2  0.70  0.0075  3.45  29         6.597458   3.637765  6.458125e+39  3.116216e+38  0.292902  0.161503  2.991375e+38  2.131719e+37
 0.12  0.2  0.70  0.0075  3.45  30         8.020108   2.992478  6.427413e+39  2.877975e+38  0.269017  0.100376  2.303148e+38  1.786145e+37
 0.14  0.2  0.70  0.0075  3.45  28         9.427638   2.545707  6.437707e+39  2.729659e+38  0.158739  0.042864  1.396270e+38  8.768004e+36
 0.16  0.2  0.70  0.0075  3.45  29        10.966737   2.188436  6.376731e+39  2.593886e+38  0.097834  0.019523  6.582711e+37  4.019604e+36
 0.18  0.2  0.70  0.0075  3.45  28        12.526568   1.915928  6.299816e+39  2.497404e+38  0.095986  0.014681  1.016332e+38  5.198849e+36
 0.10  0.2  0.73  0.0075  3.45  29         6.337554   3.786950  6.874100e+39  2.880864e+38  0.107990  0.064529  1.558942e+38  1.085307e+37
 0.12  0.2  0.73  0.0075  3.45  29         7.925350   3.028257  6.671185e+39  2.567175e+38  0.099957  0.038193  9.486343e+37  4.302334e+36
 0.14  0.2  0.73  0.0075  3.45  30         9.640428   2.489516  6.411025e+39  2.355577e+38  0.280695  0.072486  2.145901e+38  8.266537e+36
 0.16  0.2  0.73  0.0075  3.45  30        11.430272   2.099688  6.210175e+39  2.190791e+38  0.440848  0.080982  1.949534e+38  7.167375e+36
 0.18  0.2  0.73  0.0075  3.45  31        13.274436   1.807986  6.040442e+39  2.076469e+38  0.633018  0.086218  1.824482e+38  6.851366e+36
 0.10  0.2  0.76  0.0075  3.45  34         6.827965   3.514956  6.453899e+39  2.303922e+38  0.490692  0.252603  3.504800e+38  1.344253e+37
 0.12  0.2  0.76  0.0075  3.45  32         8.257928   2.906298  6.409538e+39  2.182578e+38  0.735660  0.258909  4.456215e+38  1.521642e+37
 0.14  0.2  0.76  0.0075  3.45  32         9.853372   2.435714  6.286895e+39  2.084758e+38  0.971114  0.240056  4.510305e+38  2.132705e+37
 0.16  0.2  0.76  0.0075  3.45  32        11.411705   2.103104  6.278464e+39  2.017812e+38  0.901042  0.166056  4.834509e+38  2.124152e+37
 0.18  0.2  0.76  0.0075  3.45  32        12.837893   1.869466  6.269346e+39  1.971999e+38  0.873065  0.127137  4.814521e+38  2.229460e+37
 0.10  0.0  0.67  0.0125  3.45  33         6.602742   3.634854  6.030764e+39  3.848939e+38  0.187792  0.103381  1.759978e+38  1.716457e+37
 0.12  0.0  0.67  0.0125  3.45  33         7.928121   3.027199  6.131999e+39  3.649617e+38  0.270550  0.103304  1.790626e+38  1.744556e+37
 0.14  0.0  0.67  0.0125  3.45  32         9.142901   2.624987  6.273304e+39  3.567117e+38  0.165881  0.047626  1.189223e+38  1.044533e+37
 0.16  0.0  0.67  0.0125  3.45  30        10.479734   2.290134  6.327799e+39  3.402801e+38  0.203321  0.044432  1.356689e+38  1.063938e+37
 0.18  0.0  0.67  0.0125  3.45  32        11.785097   2.036470  6.369931e+39  3.284442e+38  0.218922  0.037830  1.238074e+38  1.127966e+37
 0.10  0.0  0.70  0.0125  3.45  30         6.603217   3.634592  6.203048e+39  3.513247e+38  0.187349  0.103122  1.814753e+38  1.720997e+37
 0.12  0.0  0.70  0.0125  3.45  31         7.808155   3.073709  6.403574e+39  3.379843e+38  0.277964  0.109421  2.359227e+38  1.883402e+37
 0.14  0.0  0.70  0.0125  3.45  31         9.176885   2.615266  6.439752e+39  3.164723e+38  0.320741  0.091406  2.382289e+38  1.758020e+37
 0.16  0.0  0.70  0.0125  3.45  30        10.347696   2.319357  6.582740e+39  3.073984e+38  0.216185  0.048456  1.542269e+38  1.109448e+37
 0.18  0.0  0.70  0.0125  3.45  30        11.499019   2.087135  6.706190e+39  3.024099e+38  0.154594  0.028060  1.133861e+38  5.966357e+36
 0.10  0.0  0.73  0.0125  3.45  31         6.588856   3.642514  6.406234e+39  3.144506e+38  0.278360  0.153886  2.556753e+38  2.007340e+37
 0.12  0.0  0.73  0.0125  3.45  31         7.624987   3.147546  6.729465e+39  3.087704e+38  0.133403  0.055068  1.573356e+38  1.168324e+37
 0.14  0.0  0.73  0.0125  3.45  30         8.812859   2.723293  6.872792e+39  2.924655e+38  0.114329  0.035329  1.389857e+38  8.140926e+36
 0.16  0.0  0.73  0.0125  3.45  30         9.970337   2.407140  7.000609e+39  2.842470e+38  0.068101  0.016442  8.761132e+37  4.237621e+36
 0.18  0.0  0.73  0.0125  3.45  31        11.243821   2.134506  7.023876e+39  2.736865e+38  0.095609  0.018150  8.723579e+37  3.180873e+36
 0.10  0.0  0.76  0.0125  3.45  31         6.364250   3.771065  6.780656e+39  2.915032e+38  0.101816  0.060330  2.293723e+38  1.239223e+37
 0.12  0.0  0.76  0.0125  3.45  29         7.609538   3.153936  6.902998e+39  2.714561e+38  0.121482  0.050351  1.308511e+38  7.421967e+36
 0.14  0.0  0.76  0.0125  3.45  30         8.898204   2.697174  6.931364e+39  2.580458e+38  0.163786  0.049646  1.726048e+38  5.421101e+36
 0.16  0.0  0.76  0.0125  3.45  31        10.206121   2.351530  6.936738e+39  2.469638e+38  0.329858  0.076001  2.395015e+38  8.181588e+36
 0.18  0.0  0.76  0.0125  3.45  29        11.479366   2.090708  6.970959e+39  2.401932e+38  0.393285  0.071628  2.168881e+38  8.014197e+36
 0.10  0.2  0.67  0.0125  3.45  33         7.349553   3.265505  5.458319e+39  3.332790e+38  0.229048  0.101769  1.580889e+38  2.012506e+37
 0.12  0.2  0.67  0.0125  3.45  33         9.076682   2.644138  5.393706e+39  3.008957e+38  0.270958  0.078933  1.634063e+38  1.781802e+37
 0.14  0.2  0.67  0.0125  3.45  33        10.660307   2.251342  5.425647e+39  2.868110e+38  0.265745  0.056123  1.705049e+38  1.602103e+37
 0.16  0.2  0.67  0.0125  3.45  33        12.404670   1.934755  5.395329e+39  2.701368e+38  0.316656  0.049389  1.733073e+38  1.417537e+37
 0.18  0.2  0.67  0.0125  3.45  33        13.970169   1.717946  5.428337e+39  2.610888e+38  0.248784  0.030594  1.517696e+38  1.139448e+37
 0.10  0.2  0.70  0.0125  3.45  32         7.348301   3.266061  5.600106e+39  3.043966e+38  0.202049  0.089803  2.239674e+38  2.049618e+37
 0.12  0.2  0.70  0.0125  3.45  31         8.836464   2.716019  5.698913e+39  2.833134e+38  0.243184  0.074746  1.499495e+38  1.531779e+37
 0.14  0.2  0.70  0.0125  3.45  33        10.493094   2.287219  5.674273e+39  2.632491e+38  0.129291  0.028182  1.125735e+38  9.596487e+36
 0.16  0.2  0.70  0.0125  3.45  32        12.218023   1.964311  5.630040e+39  2.451591e+38  0.144128  0.023172  1.092453e+38  7.930432e+36
 0.18  0.2  0.70  0.0125  3.45  31        13.703553   1.751371  5.686654e+39  2.417358e+38  0.085109  0.010877  1.129241e+38  6.403884e+36
 0.10  0.2  0.73  0.0125  3.45  31         7.230692   3.319184  5.830960e+39  2.778731e+38  0.113976  0.052320  1.509446e+38  1.121874e+37
 0.12  0.2  0.73  0.0125  3.45  32         8.839928   2.714954  5.856222e+39  2.512899e+38  0.109782  0.033717  1.508149e+38  1.054810e+37
 0.14  0.2  0.73  0.0125  3.45  30        10.399630   2.307774  5.878616e+39  2.362324e+38  0.088644  0.019671  9.876423e+37  5.560299e+36
 0.16  0.2  0.73  0.0125  3.45  33        12.110874   1.981690  5.807930e+39  2.211663e+38  0.126597  0.020715  1.117184e+38  3.977688e+36
 0.18  0.2  0.73  0.0125  3.45  32        13.909732   1.725411  5.677164e+39  2.095285e+38  0.443470  0.055010  1.560414e+38  4.419874e+36
